WXSC_Name,NedName,ClusterID,ra,dec,z_cmb,TTye,AxRatio,logW,logW_err,L_dist,ftot_W1,ftot_W1_err,magW1,magW1_err,MW1,MW1_err,MW1_debiased,MW1_debiased_err,bias_W1,MW1_final,MW1_final_err,ftot_W2,ftot_W2_err,magW2,magW2_err,MW2,MW2_err,MW2_debiased,MW2_debiased_err,bias_W2,MW2_final,MW2_final_err
2MASXJ02353939+0616210,UGC02075,A400,38.9141,6.2725,0.0202,Sa,0.8180,2.5510,0.1470,87.9100,39.0320,0.5260,9.8467,0.0148,-24.8735,0.0148,-24.8324,0.0153,-0.0411,-24.8911,0.0164,22.9250,0.8630,9.8092,0.0409,-24.9110,0.0409,-24.8561,0.0413,-0.0550,-24.9396,0.0421
2MASXJ02354344+1127560,UGC02076,A400,38.9310,11.4656,0.0221,Sc,0.6540,2.3240,0.0160,96.2000,2.0410,0.0500,13.0139,0.0268,-21.9020,0.0268,-21.3967,0.0572,-0.5053,-21.3967,0.0572,1.2570,0.0710,12.9054,0.0614,-22.0105,0.0614,-21.4641,0.0822,-0.5464,-21.4641,0.0822
2MASXJ02360668+0133129,UGC02085,A400,39.0279,1.5536,0.0219,Sc,0.5270,2.4410,0.0110,95.6000,3.9740,0.0500,12.3118,0.0138,-22.5905,0.0138,-22.4228,0.0217,-0.1678,-22.4228,0.0217,2.3530,0.0630,12.2412,0.0291,-22.6611,0.0291,-22.4662,0.0351,-0.1949,-22.4662,0.0351
2MASXJ02362358+0042310,UGC02091,A400,39.0983,0.7086,0.0208,Sc,0.5670,2.5130,0.0070,90.8000,9.2540,0.1120,11.3887,0.0133,-23.4017,0.0133,-23.3321,0.0150,-0.0697,-23.3321,0.0150,5.6040,0.1250,11.2950,0.0243,-23.4954,0.0243,-23.4058,0.0259,-0.0896,-23.4058,0.0259
2MASXJ02362395+0732011,CGCG414-025,A400,39.0998,7.5337,0.0211,Sb,0.5500,2.5930,0.0290,91.8800,12.3550,0.1410,11.0952,0.0126,-23.7209,0.0126,-23.6983,0.0128,-0.0226,-23.8491,0.0198,7.2210,0.1030,11.0524,0.0157,-23.7637,0.0157,-23.7330,0.0160,-0.0308,-23.9363,0.0258
2MASXJ02363162+0718342,UGC02092,A400,39.1315,7.3095,0.0180,Sc,0.2730,2.6130,0.0060,78.2900,21.6100,0.2560,10.4416,0.0130,-24.0269,0.0130,-24.0088,0.0131,-0.0181,-24.0088,0.0131,13.4790,0.1840,10.3194,0.0150,-24.1491,0.0150,-24.1228,0.0152,-0.0263,-24.1228,0.0152
2MASXJ02365565+1105131,UGC02096,A400,39.2319,11.0870,0.0236,Sc,0.3420,2.4200,0.0080,103.0500,3.5360,0.0510,12.4229,0.0158,-22.6423,0.0158,-22.4326,0.0263,-0.2097,-22.4326,0.0263,2.0730,0.0810,12.3689,0.0425,-22.6963,0.0425,-22.4523,0.0490,-0.2440,-22.4523,0.0490
2MASXJ02373294+0139069,CGCG388-066,A400,39.3871,1.6522,0.0202,Sb,0.8660,2.3320,0.0510,87.9000,4.8120,0.0790,12.1304,0.0179,-22.5895,0.0179,-22.1169,0.0505,-0.4726,-22.0376,0.0512,3.2530,0.0820,11.9258,0.0274,-22.7941,0.0274,-22.2781,0.0584,-0.5160,-22.1574,0.0597
2MASXJ02384244+1046185,FGC0326,A400,39.6769,10.7721,0.0248,Sc,0.3130,2.3820,0.0140,108.4000,1.4020,0.0270,13.4331,0.0210,-21.7421,0.0210,-21.4326,0.0374,-0.3095,-21.4326,0.0374,1.0560,0.0750,13.1065,0.0771,-22.0687,0.0771,-21.7221,0.0846,-0.3465,-21.7221,0.0846
2MASXJ02392417+0157446,CGCG388-087,A400,39.8507,1.9624,0.0213,Sb,0.4740,2.3930,0.0190,92.8500,2.5170,0.0390,12.8379,0.0169,-22.0010,0.0169,-21.7258,0.0323,-0.2752,-21.7003,0.0324,1.4500,0.0500,12.8072,0.0375,-22.0317,0.0375,-21.7264,0.0484,-0.3053,-21.6813,0.0486
2MASXJ02415422+0556531,UGC02176,A400,40.4759,5.9481,0.0190,Sb,0.5040,2.5130,0.0130,82.5700,13.5090,0.1540,10.9902,0.0127,-23.5939,0.0127,-23.5260,0.0144,-0.0680,-23.6062,0.0165,8.5440,0.1290,10.8600,0.0166,-23.7241,0.0166,-23.6396,0.0186,-0.0846,-23.7435,0.0213
2MASXJ02421356+0225281,UGC02181,A400,40.5565,2.4245,0.0220,Sb,0.8610,2.3870,0.1460,95.8500,6.6660,0.0860,11.7813,0.0141,-23.1266,0.0141,-22.8386,0.0321,-0.2880,-22.8078,0.0322,3.6650,0.0910,11.8011,0.0270,-23.1068,0.0270,-22.7835,0.0421,-0.3233,-22.7310,0.0425
2MASXJ02432344+0306194,IC1836,A400,40.8477,3.1054,0.0219,Sc,0.9450,2.1490,0.0250,95.3800,4.7700,0.0760,12.1124,0.0174,-22.7849,0.0174,-21.0911,0.1703,-1.6938,Nan,Nan,2.9770,0.1210,11.9849,0.0442,-22.9124,0.0442,-21.2229,0.1746,-1.6895,Nan,Nan
2MASXJ02434318+0741294,CGCG414-046,A400,40.9299,7.6915,0.0206,Sb,0.5290,2.4650,0.0280,89.6900,11.8420,0.1410,11.1409,0.0131,-23.6229,0.0131,-23.4963,0.0182,-0.1265,-23.5343,0.0186,7.3930,0.1050,11.0253,0.0155,-23.7384,0.0155,-23.5867,0.0217,-0.1516,-23.6311,0.0222
2MASXJ02434908+0638344,UGC02211,A400,40.9545,6.6432,0.0181,Sc,0.3190,2.4680,0.0090,78.5200,8.1920,0.0980,11.4942,0.0135,-22.9807,0.0135,-22.8592,0.0182,-0.1215,-22.8592,0.0182,4.5260,0.0730,11.5038,0.0178,-22.9711,0.0178,-22.8260,0.0230,-0.1451,-22.8260,0.0230
2MASXJ02441966+0945214,UGC02214,A400,41.0819,9.7560,0.0259,Sc,0.4900,2.5580,0.0190,113.1800,9.6480,0.1170,11.3224,0.0134,-23.9464,0.0134,-23.9084,0.0139,-0.0381,-23.9084,0.0139,5.6490,0.1080,11.2745,0.0209,-23.9943,0.0209,-23.9450,0.0215,-0.0494,-23.9450,0.0215
2MASXJ02444309+0520073,CGCG415-006,A400,41.1796,5.3354,0.0210,Sa,0.7060,2.4390,0.0400,91.4000,7.7550,0.0920,11.6058,0.0130,-23.1989,0.0130,-23.0311,0.0213,-0.1679,-22.7293,0.0369,5.2930,0.1160,11.4042,0.0239,-23.4005,0.0239,-23.2028,0.0310,-0.1978,-22.8709,0.0454
2MASXJ02452461+0252501,IC1843,A400,41.3526,2.8804,0.0219,Sa,0.6930,2.5900,0.0340,95.5900,16.8000,0.1950,10.7747,0.0128,-24.1273,0.0128,-24.1029,0.0130,-0.0245,-24.2871,0.0225,10.5310,0.1900,10.6648,0.0197,-24.2372,0.0197,-24.2029,0.0200,-0.0343,-24.4311,0.0303
2MASXJ02454932+0313517,IC1844,A400,41.4555,3.2310,0.0210,Sb,0.5660,2.4870,0.0250,91.5200,12.8390,0.1450,11.0685,0.0124,-23.7391,0.0124,-23.6415,0.0158,-0.0976,-23.6988,0.0168,8.6540,0.1280,10.8674,0.0162,-23.9402,0.0162,-23.8223,0.0200,-0.1179,-23.8940,0.0213
2MASXJ02462438+1105368,CGCG440-005,A400,41.6016,11.0936,0.0242,Sb,0.5660,2.1070,0.0310,105.5700,3.2230,0.0450,12.5587,0.0153,-22.5590,0.0153,-20.4229,0.2142,-2.1361,Nan,Nan,2.2450,0.0600,12.3288,0.0291,-22.7889,0.0291,-20.7032,0.2106,-2.0857,Nan,Nan
2MASXJ02462530+0336258,NGC1085,A400,41.6054,3.6072,0.0196,Sb,0.6920,2.7020,0.0450,85.1300,44.8160,0.5330,9.7043,0.0131,-24.9461,0.0131,-24.9395,0.0131,-0.0067,-25.1863,0.0279,27.7470,0.4840,9.5953,0.0190,-25.0551,0.0190,-25.0457,0.0191,-0.0094,-25.3843,0.0389
2MASXJ02472781-0017063,NGC1094,A400,41.8659,-0.2851,0.0168,Sa,0.6210,2.6110,0.0420,73.0700,35.7260,0.4200,9.9416,0.0129,-24.3771,0.0129,-24.3572,0.0131,-0.0199,-24.6091,0.0284,22.0490,0.4390,9.8433,0.0217,-24.4754,0.0217,-24.4479,0.0219,-0.0275,-24.7539,0.0376
2MASXJ02473787+0438154,NGC1095,A400,41.9075,4.6379,0.0203,Sc,0.6460,2.5200,0.0180,88.4000,16.1470,0.1850,10.7758,0.0126,-23.9565,0.0126,-23.8914,0.0142,-0.0651,-23.8914,0.0142,10.2420,0.1360,10.6341,0.0146,-24.0982,0.0146,-24.0146,0.0168,-0.0835,-24.0146,0.0168
2MASXJ02483438-0059359,2MFGC02245,A400,42.1433,-0.9933,0.0227,Sa,0.5020,2.5190,0.0150,99.2600,6.9420,0.0950,11.7347,0.0150,-23.2492,0.0150,-23.1843,0.0163,-0.0649,-23.1400,0.0169,4.6340,0.1010,11.5583,0.0237,-23.4256,0.0237,-23.3410,0.0252,-0.0846,-23.3058,0.0255
2MASXJ02484476+0523091,2MFGC02248,A400,42.1865,5.3859,0.0180,Sc,0.4680,2.3100,0.0300,78.0500,5.1600,0.0650,11.9992,0.0138,-22.4626,0.0138,-21.9027,0.0577,-0.5599,-21.9027,0.0577,3.4110,0.0880,11.8134,0.0281,-22.6485,0.0281,-22.0559,0.0656,-0.5926,-22.0559,0.0656
2MASXJ02485079-0046029,IC1856,A400,42.2116,-0.7674,0.0226,Sb,0.6040,2.6110,0.0200,98.7500,23.4910,0.2670,10.4132,0.0125,-24.5595,0.0125,-24.5425,0.0126,-0.0170,-24.7092,0.0209,13.6150,0.2080,10.3777,0.0167,-24.5950,0.0167,-24.5703,0.0169,-0.0247,-24.7960,0.0282
2MASXJ02492796-0052231,UGC02311,A400,42.3665,-0.8729,0.0147,Sb,0.8860,2.5510,0.0700,63.6500,28.3480,0.3330,10.1843,0.0129,-23.8347,0.0129,-23.7931,0.0136,-0.0415,-23.9069,0.0177,16.4140,0.2470,10.1462,0.0165,-23.8728,0.0165,-23.8165,0.0174,-0.0562,-23.9677,0.0230
2MASXJ02493535-0043251,CGCG389-026,A400,42.3975,-0.7236,0.0212,Sb,0.5250,2.4280,0.0240,92.4700,2.7870,0.0400,12.7245,0.0157,-22.1055,0.0157,-21.9150,0.0247,-0.1905,-21.9203,0.0247,1.7370,0.0440,12.6090,0.0276,-22.2210,0.0276,-21.9973,0.0355,-0.2237,-21.9957,0.0355
2MASXJ02495356-0100130,UGC02319,A400,42.4732,-1.0036,0.0209,Sc,0.3650,2.5340,0.0100,91.2000,10.4060,0.1180,11.2542,0.0125,-23.5457,0.0125,-23.4937,0.0135,-0.0520,-23.4937,0.0135,6.4120,0.1170,11.1433,0.0199,-23.6567,0.0199,-23.5870,0.0211,-0.0697,-23.5870,0.0211
2MASXJ02503567+1320063,NGC1116,A400,42.6487,13.3351,0.0290,Sa,0.4850,2.7390,0.0070,127.0000,23.6190,0.2650,10.4062,0.0124,-25.1129,0.0124,-25.1075,0.0124,-0.0053,-25.7714,0.0675,13.4250,0.1630,10.4149,0.0134,-25.1041,0.0134,-25.0948,0.0134,-0.0093,-25.8756,0.0792
2MASXJ02511190+0804327,UGC02336,A400,42.7996,8.0758,0.0214,Sc,0.6280,2.3220,0.0250,93.1000,10.8550,0.1400,11.1850,0.0142,-23.6597,0.0142,-23.1456,0.0533,-0.5141,-23.1456,0.0533,6.2110,0.1380,11.1598,0.0242,-23.6849,0.0242,-23.1356,0.0600,-0.5493,-23.1356,0.0600
2MASXJ02532153+0632222,UGC02364,A400,43.3397,6.5395,0.0198,Sb,0.4550,2.5170,0.0070,86.3800,9.6200,0.1130,11.3440,0.0131,-23.3381,0.0131,-23.2719,0.0147,-0.0662,-23.3557,0.0169,5.5110,0.0780,11.3264,0.0156,-23.3557,0.0156,-23.2727,0.0177,-0.0830,-23.3816,0.0208
2MASXJ02532418+0925532,CGCG415-018,A400,43.3507,9.4311,0.0241,Sc,0.5000,2.4490,0.0280,105.4500,6.1330,0.1080,11.8138,0.0193,-23.3015,0.0193,-23.1504,0.0245,-0.1511,-23.1504,0.0245,4.3420,0.1330,11.5575,0.0333,-23.5577,0.0333,-23.3825,0.0377,-0.1753,-23.3825,0.0377
2MASXJ02534120+0615562,UGC02367,A400,43.4217,6.2656,0.0233,Sa,0.4460,2.7540,0.0060,101.7600,48.6980,0.5080,9.5965,0.0116,-25.4414,0.0116,-25.4382,0.0116,-0.0032,-26.1504,0.0722,28.4160,0.3840,9.5735,0.0148,-25.4643,0.0148,-25.4575,0.0149,-0.0069,-26.2939,0.0849
2MASXJ02534877+0640013,2MASXJ02534877+0640013,A400,43.4532,6.6670,0.0245,Sc,0.6580,2.3540,0.0310,106.9600,1.8470,0.0310,13.1229,0.0184,-22.0232,0.0184,-21.6258,0.0438,-0.3974,-21.6258,0.0438,1.1950,0.0820,12.9630,0.0745,-22.1831,0.0745,-21.7558,0.0859,-0.4272,-21.7558,0.0859
2MASXJ02535242+0217265,UGC02371,A400,43.4684,2.2907,0.0217,Sa,0.4800,2.5450,0.0210,94.8300,10.4220,0.1210,11.2876,0.0128,-23.5972,0.0128,-23.5518,0.0136,-0.0454,-23.5912,0.0141,7.7470,0.1150,10.9939,0.0162,-23.8909,0.0162,-23.8306,0.0173,-0.0602,-23.8918,0.0184
2MASXJ02535876+0559156,UGC02372,A400,43.4950,5.9877,0.0257,Sc,0.7180,2.4810,0.0690,112.5100,6.5150,0.1150,11.7521,0.0193,-23.5039,0.0193,-23.3984,0.0220,-0.1055,-23.3984,0.0220,4.2430,0.1330,11.5878,0.0341,-23.6681,0.0341,-23.5392,0.0365,-0.1290,-23.5392,0.0365
2MASXJ02540351+0615286,UGC02375,A400,43.5148,6.2578,0.0241,Sa,0.4200,2.6290,0.0070,105.1200,17.2640,0.1960,10.7275,0.0126,-24.3809,0.0126,-24.3662,0.0127,-0.0147,-24.6760,0.0335,9.9000,0.1370,10.7229,0.0152,-24.3855,0.0152,-24.3630,0.0154,-0.0225,-24.7358,0.0403
2MASXJ02542366+1144505,UGC02378,A400,43.5986,11.7477,0.0217,Sc,0.3500,2.5590,0.0130,94.4300,12.1320,0.1450,11.0690,0.0133,-23.8065,0.0133,-23.7690,0.0138,-0.0375,-23.7690,0.0138,7.3610,0.1410,10.9790,0.0210,-23.8966,0.0210,-23.8463,0.0216,-0.0503,-23.8463,0.0216
2MASXJ02543471+1550394,CGCG463-030,A397,43.6447,15.8443,0.0347,Sc,0.8770,2.2740,0.0490,152.8100,7.1860,0.0860,11.6893,0.0132,-24.2314,0.0132,-23.4280,0.0814,-0.8034,-23.4280,0.0814,4.4940,0.0890,11.5692,0.0216,-24.3516,0.0216,-23.6077,0.0775,-0.7439,-23.6077,0.0775
2MASXJ02543984+0921246,na,A400,43.6646,9.3557,0.0256,Sc,0.3090,2.5380,0.0150,112.0800,7.8020,0.0890,11.5558,0.0126,-23.6918,0.0126,-23.6424,0.0135,-0.0495,-23.6424,0.0135,5.1370,0.0810,11.3798,0.0172,-23.8678,0.0172,-23.8021,0.0185,-0.0658,-23.8021,0.0185
2MASXJ02550150+0536412,2MASXJ02550150+0536412,A400,43.7561,5.6116,0.0236,Sc,0.9930,2.1960,0.0330,102.8300,2.0310,0.0460,13.0206,0.0248,-22.0400,0.0248,-20.7545,0.1309,-1.2855,Nan,Nan,1.4000,0.0680,12.7917,0.0528,-22.2689,0.0528,-20.9476,0.1423,-1.3213,Nan,Nan
2MASXJ02551702+1213288,UGC02387,A400,43.8212,12.2250,0.0228,Sc,0.3830,2.4710,0.0160,99.5000,5.4270,0.0660,11.9551,0.0134,-23.0340,0.0134,-22.9171,0.0178,-0.1169,-22.9171,0.0178,3.2970,0.0640,11.8634,0.0212,-23.1257,0.0212,-22.9859,0.0254,-0.1397,-22.9859,0.0254
2MASXJ02551984+0607286,CGCG415-025,A400,43.8327,6.1246,0.0242,Sc,0.7850,2.3560,0.1410,105.5600,8.5590,0.1000,11.4519,0.0130,-23.6656,0.0130,-23.2749,0.0412,-0.3907,-23.2749,0.0412,5.1580,0.0830,11.3705,0.0177,-23.7470,0.0177,-23.3181,0.0464,-0.4289,-23.3181,0.0464
2MASXJ02552017+0849412,IC1865,A400,43.8341,8.8282,0.0241,Sc,0.7580,2.6790,0.0210,105.2600,29.4560,0.3320,10.1092,0.0125,-25.0021,0.0125,-24.9943,0.0125,-0.0079,-24.9943,0.0125,16.0550,0.1880,10.1371,0.0129,-24.9742,0.0129,-24.9619,0.0130,-0.0123,-24.9619,0.0130
2MASXJ02554691+0613033,UGC02399,A400,43.9455,6.2176,0.0260,Sc,0.8270,2.5490,0.0780,113.6400,15.9670,0.2100,10.7814,0.0145,-24.4963,0.0145,-24.4530,0.0151,-0.0433,-24.4530,0.0151,9.7140,0.1920,10.6905,0.0216,-24.5871,0.0216,-24.5278,0.0224,-0.0593,-24.5278,0.0224
2MASXJ02555761+0629413,UGC02405,A400,43.9901,6.4948,0.0228,Sc,0.3860,2.6200,0.0080,99.5700,15.2360,0.1810,10.8298,0.0131,-24.1608,0.0131,-24.1449,0.0132,-0.0160,-24.1449,0.0132,9.0700,0.1880,10.7612,0.0226,-24.2295,0.0226,-24.2058,0.0227,-0.0237,-24.2058,0.0227
2MASXJ02560873+1547331,UGC02406,A397,44.0364,15.7926,0.0331,Sa,0.6320,2.7020,0.0140,145.7200,13.5610,0.1530,11.0272,0.0125,-24.7904,0.0125,-24.7840,0.0125,-0.0064,-25.3288,0.0559,7.8520,0.1250,11.0193,0.0174,-24.7983,0.0174,-24.7812,0.0175,-0.0170,-25.4248,0.0667
2MASXJ02561271+0606483,2MASXJ02561271+0606483,A400,44.0530,6.1137,0.0254,Sc,0.7930,2.1610,0.0240,111.0600,1.5940,0.0480,13.2883,0.0328,-21.9395,0.0328,-20.3126,0.1660,-1.6269,Nan,Nan,0.8830,0.0510,13.2965,0.0628,-21.9312,0.0628,-20.2921,0.1755,-1.6392,Nan,Nan
2MASXJ02561759+0431456,UGC02414,A400,44.0733,4.5293,0.0261,Sc,0.4440,2.5350,0.0140,114.1400,8.2840,0.0930,11.5116,0.0124,-23.7756,0.0124,-23.7230,0.0135,-0.0526,-23.7230,0.0135,5.2570,0.0850,11.3709,0.0177,-23.9163,0.0177,-23.8478,0.0190,-0.0685,-23.8478,0.0190
2MASXJ02562270+0609186,UGC02415,A400,44.0948,6.1552,0.0233,Sc,0.4890,2.4940,0.0100,101.5200,7.8050,0.0880,11.5572,0.0125,-23.4756,0.0125,-23.3859,0.0154,-0.0897,-23.3859,0.0154,4.7450,0.0800,11.4655,0.0185,-23.5673,0.0185,-23.4557,0.0216,-0.1116,-23.4557,0.0216
2MASXJ02562713+0052326,UGC02418,A400,44.1131,0.8757,0.0181,Sc,0.6340,2.4770,0.0090,78.7000,13.6320,0.1960,10.9472,0.0158,-23.5327,0.0158,-23.4237,0.0192,-0.1090,-23.4237,0.0192,8.3890,0.1510,10.8384,0.0197,-23.6415,0.0197,-23.5103,0.0236,-0.1312,-23.5103,0.0236
2M02562836+0436376,CGCG415-033,A400,44.1181,4.6105,0.0264,Sb,0.8620,2.5813,0.0753,115.4000,9.1940,0.1040,11.4328,0.0125,-23.8782,0.0125,-23.8513,0.0128,-0.0269,-23.9917,0.0190,5.4650,0.0640,11.3738,0.0129,-23.9373,0.0129,-23.9003,0.0134,-0.0369,-24.0890,0.0232
2MASXJ02563176+0616465,2MASXJ02563176+0616465,A400,44.1327,6.2793,0.0236,Sc,0.3650,2.2830,0.0160,103.0300,1.4460,0.0650,13.3911,0.0489,-21.6737,0.0489,-20.9653,0.0861,-0.7084,-20.9653,0.0861,0.6860,0.0270,13.5675,0.0428,-21.4973,0.0428,-20.7483,0.0863,-0.7490,-20.7483,0.0863
2MASXJ02563244+1600151,GIN155,A397,44.1352,16.0042,0.0328,Sa,0.7480,2.6430,0.0340,144.1200,7.3990,0.1380,11.6805,0.0204,-24.1132,0.0204,-24.0974,0.0204,-0.0158,-24.4523,0.0409,3.9440,0.1290,11.7615,0.0356,-24.0321,0.0356,-24.0014,0.0357,-0.0308,-24.4261,0.0555
2MASXJ02563355+1556511,2MASXJ02563355+1556511,A397,44.1400,15.9475,0.0306,Sc,0.6030,2.3380,0.0510,134.2600,1.2360,0.0290,13.5861,0.0256,-22.0536,0.0256,-21.5499,0.0565,-0.5037,-21.5499,0.0565,0.8130,0.0410,13.4082,0.0548,-22.2315,0.0548,-21.7219,0.0748,-0.5096,-21.7219,0.0748
2MASXJ02564001+0925215,CGCG415-036,A400,44.1667,9.4227,0.0239,Sc,0.9560,2.7750,0.1700,104.4300,17.3350,0.1950,10.6745,0.0125,-24.4196,0.0125,-24.4165,0.0125,-0.0031,-24.4165,0.0125,11.4020,0.1500,10.5007,0.0145,-24.5934,0.0145,-24.5900,0.0145,-0.0034,-24.5900,0.0145
2MASXJ02564580+0603173,2MASXJ02564580+0603173,A400,44.1908,6.0548,0.0254,Sb,0.6440,2.3220,0.0140,110.9500,1.8790,0.0330,13.1437,0.0193,-22.0819,0.0193,-21.5634,0.0553,-0.5185,-21.4753,0.0560,1.1200,0.0460,13.0840,0.0447,-22.1416,0.0447,-21.5977,0.0704,-0.5439,-21.4645,0.0716
2MASXJ02564693+0458403,UGC02423,A400,44.1956,4.9779,0.0238,Sc,0.4370,2.5990,0.0180,104.0000,16.1840,0.1870,10.7693,0.0128,-24.3159,0.0128,-24.2938,0.0130,-0.0221,-24.2938,0.0130,9.5680,0.1430,10.7067,0.0164,-24.3785,0.0164,-24.3482,0.0167,-0.0303,-24.3482,0.0167
2MASXJ02564815+1601446,2MASXJ02564815+1601446,A397,44.2006,16.0294,0.0317,Sc,0.6550,2.4280,0.1070,139.2200,3.6780,0.0630,12.4026,0.0187,-23.3159,0.0187,-23.0966,0.0288,-0.2193,-23.0966,0.0288,2.3660,0.0760,12.2518,0.0349,-23.4667,0.0349,-23.2296,0.0422,-0.2371,-23.2296,0.0422
2MASXJ02564995+1559036,UGC02420,A397,44.2082,15.9844,0.0359,Sb,0.2990,2.7710,0.0120,158.0000,17.7560,0.2000,10.7395,0.0125,-25.2537,0.0125,-25.2512,0.0125,-0.0025,-25.5588,0.0332,11.6580,0.1610,10.5792,0.0152,-25.4140,0.0152,-25.4059,0.0152,-0.0081,-25.8302,0.0451
2MASXJ02565660+0612202,CGCG415-038,A400,44.2359,6.2056,0.0206,Sa,0.9090,2.3300,0.0740,89.7500,14.2320,0.1780,10.9317,0.0137,-23.8335,0.0137,-23.3496,0.0503,-0.4839,-22.6969,0.0824,9.6950,0.1740,10.7356,0.0196,-24.0296,0.0196,-23.5072,0.0558,-0.5224,-22.7711,0.0924
2MASXJ02570378+1532476,2MASXJ02570378+1532476,A397,44.2655,15.5466,0.0328,Sb,0.8140,2.4760,0.0280,144.1400,2.3600,0.0390,12.9242,0.0181,-22.8697,0.0181,-22.7391,0.0223,-0.1306,-22.7867,0.0228,1.5530,0.0400,12.7595,0.0280,-23.0344,0.0280,-22.8789,0.0321,-0.1555,-22.9369,0.0326
2MASXJ02570921+0519153,UGC02426,A400,44.2884,5.3209,0.0240,Sb,0.7830,2.6300,0.0210,105.0000,15.5370,0.1810,10.8540,0.0128,-24.2520,0.0128,-24.2375,0.0129,-0.0145,-24.4209,0.0224,8.9700,0.1330,10.8272,0.0162,-24.2788,0.0162,-24.2596,0.0163,-0.0192,-24.5088,0.0298
2MASXJ02571191+0744022,2MASXJ02571191+0744022,A400,44.3000,7.7340,0.0257,Sc,0.7300,2.5280,0.0350,112.3200,13.7450,0.1630,10.9326,0.0132,-24.3197,0.0132,-24.2630,0.0143,-0.0567,-24.2630,0.0143,8.4660,0.1800,10.8309,0.0232,-24.4213,0.0232,-24.3479,0.0244,-0.0734,-24.3479,0.0244
2MASXJ02572714+1526404,CGCG440-036b,A397,44.3631,15.4446,0.0306,Sb,0.7380,2.5530,0.0670,134.5000,4.4070,0.0540,12.2376,0.0136,-23.4061,0.0136,-23.3549,0.0145,-0.0512,-23.4704,0.0186,2.6800,0.0590,12.1590,0.0240,-23.4846,0.0240,-23.4112,0.0251,-0.0734,-23.5648,0.0295
2MASXJ02572834+0513223,2MASXJ02572834+0513223,A400,44.3681,5.2229,0.0246,Sc,0.4900,2.3650,0.0320,107.4500,4.9310,0.0770,12.0650,0.0171,-23.0911,0.0171,-22.7321,0.0398,-0.3589,-22.7321,0.0398,2.9650,0.0700,11.9835,0.0257,-23.1725,0.0257,-22.7787,0.0470,-0.3938,-22.7787,0.0470
2MASXJ02573305+0805571,UGC02434,A400,44.3877,8.0992,0.0261,Sc,0.9490,2.3600,0.0480,113.9800,6.4200,0.0870,11.7743,0.0149,-23.5098,0.0149,-23.1364,0.0402,-0.3735,-23.1364,0.0402,3.9040,0.0860,11.6831,0.0240,-23.6011,0.0240,-23.1900,0.0476,-0.4111,-23.1900,0.0476
2MASXJ02574165+0647461,2MASXJ02574165+0647461,A400,44.4239,6.7962,0.0200,Sc,0.8190,2.3010,0.0770,87.1700,2.9280,0.0480,12.5998,0.0180,-22.1020,0.0180,-21.4955,0.0633,-0.6065,-21.4955,0.0633,1.8260,0.0520,12.4833,0.0310,-22.2185,0.0310,-21.5749,0.0714,-0.6436,-21.5749,0.0714
2MASXJ02574211+0525562,2MASXJ02574211+0525562,A400,44.4256,5.4323,0.0246,Sa,0.6120,2.2010,0.0600,107.5500,9.2470,0.1070,11.4146,0.0127,-23.7434,0.0127,-22.4851,0.1265,-1.2583,Nan,Nan,5.0700,0.0880,11.4566,0.0190,-23.7014,0.0190,-22.4282,0.1287,-1.2732,Nan,Nan
2MASXJ02574211+0525562,2MASXJ02574211+0525562,A400,44.4256,5.4323,0.0246,Sb,0.6120,2.6140,0.0110,107.5500,9.2470,0.1070,11.4159,0.0127,-23.7422,0.0127,-23.7245,0.0129,-0.0176,-23.8938,0.0213,5.0700,0.0880,11.4455,0.0190,-23.7126,0.0190,-23.6870,0.0191,-0.0256,-23.9163,0.0299
2MASXJ02574457+1539218,2MASXJ02574457+1539218,A397,44.4357,15.6561,0.0311,Sb,0.8520,2.3200,0.0520,136.3500,4.3480,0.0600,12.2583,0.0151,-23.4150,0.0151,-22.8333,0.0601,-0.5816,-22.7435,0.0608,2.6710,0.0660,12.1682,0.0269,-23.5050,0.0269,-22.9323,0.0633,-0.5728,-22.7966,0.0647
2MASXJ02582427-0417434,UGCA047,Eridanus,44.6012,-4.2954,0.0056,Sc,0.4650,2.2940,0.0200,24.3000,18.0070,0.2230,10.6139,0.0136,-21.3142,0.0136,-21.1499,0.0213,-0.1643,-21.1499,0.0213,10.7950,0.2230,10.5325,0.0225,-21.3955,0.0225,-21.2607,0.0262,-0.1347,-21.2607,0.0262
2MRS02582459+0635307,CGCG415-047,A400,44.6024,6.5919,0.0207,Sa,0.9430,2.4104,0.1171,90.1000,45.5350,0.4720,9.6559,0.0121,-25.1177,0.0121,-24.8901,0.0258,-0.2276,-24.4961,0.0471,23.9720,0.2750,9.7425,0.0130,-25.0311,0.0130,-24.7738,0.0288,-0.2573,-24.3356,0.0524
2MASXJ02582972+0618227,UGC02444,A400,44.6238,6.3063,0.0232,Sb,0.7840,2.6340,0.0170,101.1100,21.6180,0.2450,10.4861,0.0125,-24.5379,0.0125,-24.5259,0.0125,-0.0119,-24.7128,0.0225,14.3880,0.1960,10.3055,0.0149,-24.7185,0.0149,-24.7002,0.0150,-0.0183,-24.9544,0.0295
2MASXJ02583548+1605169,2MASXJ02583548+1605169,A397,44.6476,16.0880,0.0282,Sc,0.6520,2.5520,0.0180,123.3200,7.2390,0.0870,11.6555,0.0133,-23.7997,0.0133,-23.7487,0.0142,-0.0510,-23.7487,0.0142,4.8550,0.0900,11.4572,0.0203,-23.9980,0.0203,-23.9288,0.0214,-0.0692,-23.9288,0.0214
